state,town,zip,year,tested,BLL_geq_5
RI,Barrington,NA,2005,5,1
RI,Barrington,NA,2006,9,2
RI,Barrington,NA,2007,6,4
RI,Barrington,NA,2008,7,0
RI,Barrington,NA,2009,2,0
RI,Barrington,NA,2010,3,0
RI,Barrington,NA,2011,3,0
RI,Barrington,NA,2012,6,0
RI,Barrington,NA,2013,8,0
RI,Barrington,NA,2014,10,0
RI,Barrington,NA,2015,5,0
RI,Barrington,02806,2005,681,41
RI,Barrington,02806,2006,666,56
RI,Barrington,02806,2007,707,37
RI,Barrington,02806,2008,562,35
RI,Barrington,02806,2009,491,83
RI,Barrington,02806,2010,462,19
RI,Barrington,02806,2011,468,12
RI,Barrington,02806,2012,436,12
RI,Barrington,02806,2013,445,11
RI,Barrington,02806,2014,419,7
RI,Barrington,02806,2015,447,6
RI,Bristol,NA,2005,4,0
RI,Bristol,NA,2006,7,0
RI,Bristol,NA,2007,7,0
RI,Bristol,NA,2008,7,2
RI,Bristol,NA,2009,0,0
RI,Bristol,NA,2010,1,0
RI,Bristol,NA,2011,3,0
RI,Bristol,NA,2012,3,0
RI,Bristol,NA,2013,6,0
RI,Bristol,NA,2014,7,2
RI,Bristol,NA,2015,6,0
RI,Bristol,02809,2005,660,90
RI,Bristol,02809,2006,635,92
RI,Bristol,02809,2007,632,59
RI,Bristol,02809,2008,600,73
RI,Bristol,02809,2009,544,107
RI,Bristol,02809,2010,535,34
RI,Bristol,02809,2011,564,31
RI,Bristol,02809,2012,520,21
RI,Bristol,02809,2013,494,21
RI,Bristol,02809,2014,474,17
RI,Bristol,02809,2015,445,12
RI,Burrillville,NA,2005,4,1
RI,Burrillville,NA,2006,6,1
RI,Burrillville,NA,2007,6,1
RI,Burrillville,NA,2008,5,0
RI,Burrillville,NA,2009,7,0
RI,Burrillville,NA,2010,4,0
RI,Burrillville,NA,2011,4,0
RI,Burrillville,NA,2012,7,0
RI,Burrillville,NA,2013,6,0
RI,Burrillville,NA,2014,7,0
RI,Burrillville,NA,2015,0,0
RI,Burrillville,02826,2005,15,5
RI,Burrillville,02826,2006,16,2
RI,Burrillville,02826,2007,22,1
RI,Burrillville,02826,2008,21,1
RI,Burrillville,02826,2009,16,1
RI,Burrillville,02826,2010,14,1
RI,Burrillville,02826,2011,20,3
RI,Burrillville,02826,2012,11,0
RI,Burrillville,02826,2013,14,0
RI,Burrillville,02826,2014,9,0
RI,Burrillville,02826,2015,12,0
RI,Burrillville,02830,2005,155,28
RI,Burrillville,02830,2006,157,19
RI,Burrillville,02830,2007,143,19
RI,Burrillville,02830,2008,139,17
RI,Burrillville,02830,2009,107,8
RI,Burrillville,02830,2010,106,7
RI,Burrillville,02830,2011,99,6
RI,Burrillville,02830,2012,103,4
RI,Burrillville,02830,2013,103,4
RI,Burrillville,02830,2014,105,3
RI,Burrillville,02830,2015,125,8
RI,Burrillville,02839,2005,39,8
RI,Burrillville,02839,2006,33,10
RI,Burrillville,02839,2007,41,5
RI,Burrillville,02839,2008,45,4
RI,Burrillville,02839,2009,32,2
RI,Burrillville,02839,2010,31,3
RI,Burrillville,02839,2011,31,0
RI,Burrillville,02839,2012,39,3
RI,Burrillville,02839,2013,34,1
RI,Burrillville,02839,2014,32,1
RI,Burrillville,02839,2015,40,2
RI,Burrillville,02858,2005,9,1
RI,Burrillville,02858,2006,16,0
RI,Burrillville,02858,2007,14,1
RI,Burrillville,02858,2008,12,0
RI,Burrillville,02858,2009,17,0
RI,Burrillville,02858,2010,12,0
RI,Burrillville,02858,2011,10,0
RI,Burrillville,02858,2012,18,1
RI,Burrillville,02858,2013,11,2
RI,Burrillville,02858,2014,10,0
RI,Burrillville,02858,2015,15,1
RI,Burrillville,02859,2005,205,44
RI,Burrillville,02859,2006,197,30
RI,Burrillville,02859,2007,171,17
RI,Burrillville,02859,2008,165,21
RI,Burrillville,02859,2009,146,24
RI,Burrillville,02859,2010,127,13
RI,Burrillville,02859,2011,135,16
RI,Burrillville,02859,2012,113,7
RI,Burrillville,02859,2013,115,9
RI,Burrillville,02859,2014,105,6
RI,Burrillville,02859,2015,121,5
RI,Central Falls,NA,2005,12,4
RI,Central Falls,NA,2006,6,1
RI,Central Falls,NA,2007,18,6
RI,Central Falls,NA,2008,10,0
RI,Central Falls,NA,2009,1,0
RI,Central Falls,NA,2010,7,1
RI,Central Falls,NA,2011,7,2
RI,Central Falls,NA,2012,6,1
RI,Central Falls,NA,2013,6,0
RI,Central Falls,NA,2014,10,0
RI,Central Falls,NA,2015,5,0
RI,Central Falls,02863,2005,1184,351
RI,Central Falls,02863,2006,1128,278
RI,Central Falls,02863,2007,1076,191
RI,Central Falls,02863,2008,1114,214
RI,Central Falls,02863,2009,974,244
RI,Central Falls,02863,2010,933,125
RI,Central Falls,02863,2011,956,78
RI,Central Falls,02863,2012,905,79
RI,Central Falls,02863,2013,917,85
RI,Central Falls,02863,2014,841,57
RI,Central Falls,02863,2015,869,65
RI,Central Falls,02864,2005,0,0
RI,Central Falls,02864,2006,0,0
RI,Central Falls,02864,2007,0,0
RI,Central Falls,02864,2008,0,0
RI,Central Falls,02864,2009,0,0
RI,Central Falls,02864,2010,2,0
RI,Central Falls,02864,2011,1,0
RI,Central Falls,02864,2012,1,0
RI,Central Falls,02864,2013,0,0
RI,Central Falls,02864,2014,0,0
RI,Central Falls,02864,2015,0,0
RI,Charlestown,NA,2005,3,0
RI,Charlestown,NA,2006,3,1
RI,Charlestown,NA,2007,4,0
RI,Charlestown,NA,2008,1,0
RI,Charlestown,NA,2009,1,0
RI,Charlestown,NA,2010,1,0
RI,Charlestown,NA,2011,1,0
RI,Charlestown,NA,2012,1,0
RI,Charlestown,NA,2013,1,0
RI,Charlestown,NA,2014,6,0
RI,Charlestown,NA,2015,0,0
RI,Charlestown,02813,2005,196,32
RI,Charlestown,02813,2006,179,25
RI,Charlestown,02813,2007,163,15
RI,Charlestown,02813,2008,140,13
RI,Charlestown,02813,2009,160,27
RI,Charlestown,02813,2010,106,10
RI,Charlestown,02813,2011,113,6
RI,Charlestown,02813,2012,118,6
RI,Charlestown,02813,2013,104,3
RI,Charlestown,02813,2014,86,3
RI,Charlestown,02813,2015,72,4
RI,Coventry,NA,2005,8,1
RI,Coventry,NA,2006,10,1
RI,Coventry,NA,2007,9,1
RI,Coventry,NA,2008,5,0
RI,Coventry,NA,2009,6,3
RI,Coventry,NA,2010,5,0
RI,Coventry,NA,2011,7,1
RI,Coventry,NA,2012,3,0
RI,Coventry,NA,2013,7,1
RI,Coventry,NA,2014,12,2
RI,Coventry,NA,2015,6,0
RI,Coventry,02816,2005,735,63
RI,Coventry,02816,2006,777,73
RI,Coventry,02816,2007,714,53
RI,Coventry,02816,2008,674,44
RI,Coventry,02816,2009,672,64
RI,Coventry,02816,2010,593,32
RI,Coventry,02816,2011,590,23
RI,Coventry,02816,2012,535,14
RI,Coventry,02816,2013,540,19
RI,Coventry,02816,2014,611,17
RI,Coventry,02816,2015,559,18
RI,Coventry,02827,2005,35,4
RI,Coventry,02827,2006,27,1
RI,Coventry,02827,2007,31,4
RI,Coventry,02827,2008,24,3
RI,Coventry,02827,2009,27,3
RI,Coventry,02827,2010,28,2
RI,Coventry,02827,2011,24,0
RI,Coventry,02827,2012,30,1
RI,Coventry,02827,2013,21,0
RI,Coventry,02827,2014,19,1
RI,Coventry,02827,2015,17,2
RI,Cranston,NA,2005,189,47
RI,Cranston,NA,2006,150,29
RI,Cranston,NA,2007,128,18
RI,Cranston,NA,2008,106,14
RI,Cranston,NA,2009,74,5
RI,Cranston,NA,2010,68,14
RI,Cranston,NA,2011,95,7
RI,Cranston,NA,2012,83,5
RI,Cranston,NA,2013,73,5
RI,Cranston,NA,2014,57,2
RI,Cranston,NA,2015,76,8
RI,Cranston,02823,2005,0,0
RI,Cranston,02823,2006,0,0
RI,Cranston,02823,2007,0,0
RI,Cranston,02823,2008,0,0
RI,Cranston,02823,2009,0,0
RI,Cranston,02823,2010,2,0
RI,Cranston,02823,2011,3,0
RI,Cranston,02823,2012,5,0
RI,Cranston,02823,2013,3,1
RI,Cranston,02823,2014,2,0
RI,Cranston,02823,2015,1,0
RI,Cranston,02905,2005,9,3
RI,Cranston,02905,2006,60,15
RI,Cranston,02905,2007,107,30
RI,Cranston,02905,2008,103,22
RI,Cranston,02905,2009,99,24
RI,Cranston,02905,2010,85,13
RI,Cranston,02905,2011,84,7
RI,Cranston,02905,2012,74,11
RI,Cranston,02905,2013,81,9
RI,Cranston,02905,2014,84,7
RI,Cranston,02905,2015,88,8
RI,Cranston,02910,2005,608,113
RI,Cranston,02910,2006,632,98
RI,Cranston,02910,2007,589,81
RI,Cranston,02910,2008,593,81
RI,Cranston,02910,2009,545,93
RI,Cranston,02910,2010,527,47
RI,Cranston,02910,2011,559,47
RI,Cranston,02910,2012,568,32
RI,Cranston,02910,2013,554,26
RI,Cranston,02910,2014,593,16
RI,Cranston,02910,2015,566,24
RI,Cranston,02920,2005,837,136
RI,Cranston,02920,2006,857,122
RI,Cranston,02920,2007,828,111
RI,Cranston,02920,2008,786,88
RI,Cranston,02920,2009,795,123
RI,Cranston,02920,2010,762,63
RI,Cranston,02920,2011,805,54
RI,Cranston,02920,2012,776,41
RI,Cranston,02920,2013,801,35
RI,Cranston,02920,2014,780,29
RI,Cranston,02920,2015,753,34
RI,Cranston,02921,2005,278,13
RI,Cranston,02921,2006,283,11
RI,Cranston,02921,2007,279,8
RI,Cranston,02921,2008,248,16
RI,Cranston,02921,2009,207,8
RI,Cranston,02921,2010,204,10
RI,Cranston,02921,2011,184,1
RI,Cranston,02921,2012,149,1
RI,Cranston,02921,2013,168,3
RI,Cranston,02921,2014,180,3
RI,Cranston,02921,2015,207,2
RI,Cumberland,NA,2005,6,0
RI,Cumberland,NA,2006,7,1
RI,Cumberland,NA,2007,5,1
RI,Cumberland,NA,2008,2,0
RI,Cumberland,NA,2009,2,0
RI,Cumberland,NA,2010,2,0
RI,Cumberland,NA,2011,8,0
RI,Cumberland,NA,2012,5,0
RI,Cumberland,NA,2013,10,0
RI,Cumberland,NA,2014,8,0
RI,Cumberland,NA,2015,10,0
RI,Cumberland,02864,2005,879,79
RI,Cumberland,02864,2006,836,56
RI,Cumberland,02864,2007,867,54
RI,Cumberland,02864,2008,847,45
RI,Cumberland,02864,2009,822,70
RI,Cumberland,02864,2010,649,23
RI,Cumberland,02864,2011,645,17
RI,Cumberland,02864,2012,781,21
RI,Cumberland,02864,2013,705,15
RI,Cumberland,02864,2014,766,11
RI,Cumberland,02864,2015,729,17
RI,East Greenwich,NA,2005,7,0
RI,East Greenwich,NA,2006,3,1
RI,East Greenwich,NA,2007,7,0
RI,East Greenwich,NA,2008,5,1
RI,East Greenwich,NA,2009,4,0
RI,East Greenwich,NA,2010,3,0
RI,East Greenwich,NA,2011,4,0
RI,East Greenwich,NA,2012,2,0
RI,East Greenwich,NA,2013,3,0
RI,East Greenwich,NA,2014,0,0
RI,East Greenwich,NA,2015,0,0
RI,East Greenwich,02818,2005,310,24
RI,East Greenwich,02818,2006,347,23
RI,East Greenwich,02818,2007,302,19
RI,East Greenwich,02818,2008,300,12
RI,East Greenwich,02818,2009,251,12
RI,East Greenwich,02818,2010,238,9
RI,East Greenwich,02818,2011,253,8
RI,East Greenwich,02818,2012,273,6
RI,East Greenwich,02818,2013,268,6
RI,East Greenwich,02818,2014,308,5
RI,East Greenwich,02818,2015,304,6
RI,East Providence,NA,2005,94,12
RI,East Providence,NA,2006,81,15
RI,East Providence,NA,2007,98,15
RI,East Providence,NA,2008,90,15
RI,East Providence,NA,2009,73,11
RI,East Providence,NA,2010,76,6
RI,East Providence,NA,2011,76,2
RI,East Providence,NA,2012,80,7
RI,East Providence,NA,2013,68,2
RI,East Providence,NA,2014,65,2
RI,East Providence,NA,2015,65,0
RI,East Providence,02914,2005,761,159
RI,East Providence,02914,2006,776,151
RI,East Providence,02914,2007,757,130
RI,East Providence,02914,2008,781,130
RI,East Providence,02914,2009,771,133
RI,East Providence,02914,2010,765,86
RI,East Providence,02914,2011,770,55
RI,East Providence,02914,2012,761,55
RI,East Providence,02914,2013,649,48
RI,East Providence,02914,2014,643,42
RI,East Providence,02914,2015,611,38
RI,East Providence,02915,2005,443,70
RI,East Providence,02915,2006,467,66
RI,East Providence,02915,2007,498,74
RI,East Providence,02915,2008,434,59
RI,East Providence,02915,2009,421,76
RI,East Providence,02915,2010,429,46
RI,East Providence,02915,2011,416,37
RI,East Providence,02915,2012,410,29
RI,East Providence,02915,2013,446,27
RI,East Providence,02915,2014,393,23
RI,East Providence,02915,2015,354,17
RI,East Providence,02916,2005,190,22
RI,East Providence,02916,2006,203,20
RI,East Providence,02916,2007,230,22
RI,East Providence,02916,2008,227,19
RI,East Providence,02916,2009,222,26
RI,East Providence,02916,2010,220,11
RI,East Providence,02916,2011,240,14
RI,East Providence,02916,2012,271,16
RI,East Providence,02916,2013,265,14
RI,East Providence,02916,2014,265,15
RI,East Providence,02916,2015,230,11
RI,Exeter,NA,2005,9,3
RI,Exeter,NA,2006,5,2
RI,Exeter,NA,2007,2,0
RI,Exeter,NA,2008,1,0
RI,Exeter,NA,2009,5,0
RI,Exeter,NA,2010,3,0
RI,Exeter,NA,2011,2,0
RI,Exeter,NA,2012,2,1
RI,Exeter,NA,2013,1,0
RI,Exeter,NA,2014,1,0
RI,Exeter,NA,2015,0,0
RI,Exeter,02822,2005,109,12
RI,Exeter,02822,2006,117,11
RI,Exeter,02822,2007,112,4
RI,Exeter,02822,2008,99,10
RI,Exeter,02822,2009,92,13
RI,Exeter,02822,2010,84,10
RI,Exeter,02822,2011,100,1
RI,Exeter,02822,2012,83,4
RI,Exeter,02822,2013,104,5
RI,Exeter,02822,2014,84,2
RI,Exeter,02822,2015,70,2
RI,Foster,NA,2005,2,1
RI,Foster,NA,2006,1,0
RI,Foster,NA,2007,3,0
RI,Foster,NA,2008,3,0
RI,Foster,NA,2009,0,0
RI,Foster,NA,2010,1,0
RI,Foster,NA,2011,0,0
RI,Foster,NA,2012,2,0
RI,Foster,NA,2013,3,0
RI,Foster,NA,2014,0,0
RI,Foster,NA,2015,1,0
RI,Foster,02825,2005,116,16
RI,Foster,02825,2006,108,11
RI,Foster,02825,2007,107,8
RI,Foster,02825,2008,102,8
RI,Foster,02825,2009,95,10
RI,Foster,02825,2010,71,9
RI,Foster,02825,2011,68,4
RI,Foster,02825,2012,57,2
RI,Foster,02825,2013,66,1
RI,Foster,02825,2014,56,3
RI,Foster,02825,2015,71,6
RI,Glocester,NA,2005,3,1
RI,Glocester,NA,2006,3,1
RI,Glocester,NA,2007,3,0
RI,Glocester,NA,2008,2,0
RI,Glocester,NA,2009,4,0
RI,Glocester,NA,2010,1,0
RI,Glocester,NA,2011,2,0
RI,Glocester,NA,2012,1,0
RI,Glocester,NA,2013,4,0
RI,Glocester,NA,2014,5,0
RI,Glocester,NA,2015,5,0
RI,Glocester,02814,2005,173,29
RI,Glocester,02814,2006,151,22
RI,Glocester,02814,2007,162,20
RI,Glocester,02814,2008,126,9
RI,Glocester,02814,2009,121,16
RI,Glocester,02814,2010,121,4
RI,Glocester,02814,2011,114,5
RI,Glocester,02814,2012,140,4
RI,Glocester,02814,2013,119,2
RI,Glocester,02814,2014,126,4
RI,Glocester,02814,2015,117,4
RI,Glocester,02829,2005,9,2
RI,Glocester,02829,2006,8,0
RI,Glocester,02829,2007,8,1
RI,Glocester,02829,2008,8,1
RI,Glocester,02829,2009,5,0
RI,Glocester,02829,2010,7,0
RI,Glocester,02829,2011,4,0
RI,Glocester,02829,2012,2,0
RI,Glocester,02829,2013,4,0
RI,Glocester,02829,2014,2,0
RI,Glocester,02829,2015,2,0
RI,Hopkinton,NA,2005,9,2
RI,Hopkinton,NA,2006,10,2
RI,Hopkinton,NA,2007,8,1
RI,Hopkinton,NA,2008,4,0
RI,Hopkinton,NA,2009,6,1
RI,Hopkinton,NA,2010,4,0
RI,Hopkinton,NA,2011,5,0
RI,Hopkinton,NA,2012,5,0
RI,Hopkinton,NA,2013,2,0
RI,Hopkinton,NA,2014,1,0
RI,Hopkinton,NA,2015,4,1
RI,Hopkinton,02804,2005,70,12
RI,Hopkinton,02804,2006,81,10
RI,Hopkinton,02804,2007,67,6
RI,Hopkinton,02804,2008,70,10
RI,Hopkinton,02804,2009,59,9
RI,Hopkinton,02804,2010,58,2
RI,Hopkinton,02804,2011,51,3
RI,Hopkinton,02804,2012,38,6
RI,Hopkinton,02804,2013,44,5
RI,Hopkinton,02804,2014,39,1
RI,Hopkinton,02804,2015,44,1
RI,Hopkinton,02832,2005,114,19
RI,Hopkinton,02832,2006,100,21
RI,Hopkinton,02832,2007,101,18
RI,Hopkinton,02832,2008,109,13
RI,Hopkinton,02832,2009,104,22
RI,Hopkinton,02832,2010,76,9
RI,Hopkinton,02832,2011,89,3
RI,Hopkinton,02832,2012,85,7
RI,Hopkinton,02832,2013,67,4
RI,Hopkinton,02832,2014,77,1
RI,Hopkinton,02832,2015,63,5
RI,Hopkinton,02833,2005,15,2
RI,Hopkinton,02833,2006,15,1
RI,Hopkinton,02833,2007,8,1
RI,Hopkinton,02833,2008,11,2
RI,Hopkinton,02833,2009,16,4
RI,Hopkinton,02833,2010,9,2
RI,Hopkinton,02833,2011,11,0
RI,Hopkinton,02833,2012,7,0
RI,Hopkinton,02833,2013,6,0
RI,Hopkinton,02833,2014,6,0
RI,Hopkinton,02833,2015,13,0
RI,Hopkinton,02873,2005,10,2
RI,Hopkinton,02873,2006,4,1
RI,Hopkinton,02873,2007,9,1
RI,Hopkinton,02873,2008,4,2
RI,Hopkinton,02873,2009,6,1
RI,Hopkinton,02873,2010,8,1
RI,Hopkinton,02873,2011,10,1
RI,Hopkinton,02873,2012,5,0
RI,Hopkinton,02873,2013,7,1
RI,Hopkinton,02873,2014,5,0
RI,Hopkinton,02873,2015,4,0
RI,Jamestown,NA,2005,2,0
RI,Jamestown,NA,2006,4,1
RI,Jamestown,NA,2007,0,0
RI,Jamestown,NA,2008,1,0
RI,Jamestown,NA,2009,0,0
RI,Jamestown,NA,2010,0,0
RI,Jamestown,NA,2011,0,0
RI,Jamestown,NA,2012,1,0
RI,Jamestown,NA,2013,1,0
RI,Jamestown,NA,2014,0,0
RI,Jamestown,NA,2015,1,0
RI,Jamestown,02835,2005,115,13
RI,Jamestown,02835,2006,111,12
RI,Jamestown,02835,2007,88,9
RI,Jamestown,02835,2008,84,5
RI,Jamestown,02835,2009,62,10
RI,Jamestown,02835,2010,67,5
RI,Jamestown,02835,2011,55,2
RI,Jamestown,02835,2012,62,4
RI,Jamestown,02835,2013,59,5
RI,Jamestown,02835,2014,72,2
RI,Jamestown,02835,2015,50,1
RI,Johnston,NA,2005,8,1
RI,Johnston,NA,2006,11,1
RI,Johnston,NA,2007,10,2
RI,Johnston,NA,2008,6,0
RI,Johnston,NA,2009,3,1
RI,Johnston,NA,2010,7,3
RI,Johnston,NA,2011,8,0
RI,Johnston,NA,2012,7,0
RI,Johnston,NA,2013,9,0
RI,Johnston,NA,2014,4,0
RI,Johnston,NA,2015,6,0
RI,Johnston,02919,2005,647,85
RI,Johnston,02919,2006,580,73
RI,Johnston,02919,2007,600,50
RI,Johnston,02919,2008,592,62
RI,Johnston,02919,2009,564,67
RI,Johnston,02919,2010,554,35
